event_id,magnitude,depth_km,latitude,longitude,cdi,mmi,sig,nst,dmin,gap,tsunami_flag,year,month
eq_2007_10_586,6.8,18,-44.796,167.553,4,7,744,338,0,19,0,2007,10
eq_2007_9_587,6.8,40,-4.99,153.5,4,5,713,348,0,15.5,0,2007,9
eq_2007_9_588,6.7,30,-1.999,100.141,3,5,696,503,0,26.9,0,2007,9
eq_2007_9_589,7,22,-2.13,99.627,4,7,768,537,0,23.1,0,2007,9
eq_2007_9_590,6.5,28.9,-1.689,99.668,0,5,650,409,0,26.2,0,2007,9
eq_2007_9_591,7.9,35,-2.625,100.841,8,7,1133,446,0,29.1,0,2007,9
eq_2007_9_592,7.8,40.5,-2.52,100.139,7,8,1152,0,0,0,0,2007,9
eq_2007_9_593,8.4,34,-4.438,101.367,0,6,1086,411,0,32.3,0,2007,9
eq_2007_9_594,6.8,15,2.966,-77.963,5,6,747,653,0,17.6,0,2007,9
eq_2007_9_595,7.2,35,-11.61,165.762,0,5,798,312,0,21.3,0,2007,9
eq_2007_8_596,6.5,15,-9.834,159.465,5,6,675,382,0,12.8,0,2007,8
eq_2007_8_597,8,39,-13.386,-76.603,9,8,1385,625,0,25.7,0,2007,8
eq_2007_8_598,7.5,280,-5.859,107.419,0,5,865,228,0,30.7,0,2007,8
eq_2007_8_599,7.2,120,-15.595,167.68,7,7,803,494,0,20.4,0,2007,8
eq_2007_7_600,6.9,25,2.872,127.464,3,5,734,374,0,24.1,0,2007,7
eq_2007_7_601,6.8,350.4,36.808,134.85,5,4,779,664,0,18.2,0,2007,7
eq_2007_7_602,6.6,12,37.535,138.446,8,8,831,782,0,16.7,0,2007,7
eq_2007_6_603,6.7,23,13.554,-90.618,6,6,972,468,0,37.7,0,2007,6
eq_2007_4_604,6.9,10,-7.306,155.741,0,7,732,305,0,15.3,0,2007,4
eq_2007_4_605,6.6,10,-7.169,155.777,0,7,670,251,0,16,0,2007,4
eq_2007_4_606,8.1,24,-8.466,157.043,9,8,1025,439,0,14.7,0,2007,4
eq_2007_3_607,6.7,8,37.336,136.588,7,8,782,493,0,23.9,0,2007,3
eq_2007_3_608,7.1,34,-20.617,169.357,3,6,779,426,0,25.3,0,2007,3
eq_2007_2_609,6.7,12,-1.034,126.976,0,6,691,253,0,40.3,0,2007,2
eq_2007_1_610,7.5,22,1.065,126.282,6,5,874,570,0,21.6,0,2007,1
eq_2007_1_611,8.1,10,46.243,154.524,4,5,1034,606,0,14,0,2007,1
eq_2006_12_612,6.9,10,21.974,120.493,6,7,798,466,0,31.6,0,2006,12
eq_2006_12_613,7.1,10,21.799,120.547,8,7,1023,744,0,29.1,0,2006,12
eq_2006_11_614,8.3,10,46.592,153.266,4,7,1064,576,0,20.9,0,2006,11
eq_2006_11_615,6.6,11,-6.482,151.195,0,6,670,352,0,18.6,0,2006,11
eq_2006_10_616,6.7,23,-13.457,-76.677,5,6,732,444,0,53.4,0,2006,10
eq_2006_10_617,6.7,32,-5.881,150.982,5,6,692,533,0,15.6,0,2006,10
eq_2006_10_618,6.7,38.182,19.877,-155.935,8,9,1481,43,0,124,0,2006,10
eq_2006_9_619,6.9,28,-16.592,-172.033,3,3,737,702,0,20.9,0,2006,9
eq_2006_9_620,6.8,38,-6.759,155.512,0,6,711,459,0,28.4,0,2006,9
eq_2006_8_621,6.5,43,51.148,157.522,0,6,650,700,0,47.4,0,2006,8
eq_2006_8_622,6.8,150,-15.798,167.789,5,5,713,551,0,26.2,0,2006,8
eq_2006_7_623,7.7,20,-9.284,107.419,7,5,947,357,0,36.8,0,2006,7
eq_2006_5_624,6.5,34,-5.724,151.133,0,6,650,477,0,20.3,0,2006,5
eq_2006_5_625,6.6,19,60.772,165.743,0,7,670,548,0,28,0,2006,5
eq_2006_5_626,6.8,12,0.093,97.05,4,5,719,701,0,16.3,0,2006,5
eq_2006_5_627,8,55,-20.187,-174.123,7,7,1013,626,0,20.7,0,2006,5
eq_2006_5_628,8,60.5,-19.99,-173.907,8,9,1026,0,0,0,0,2006,5
eq_2006_4_629,6.5,12,-27.211,-71.056,7,7,653,282,0,46.3,0,2006,4
eq_2006_4_630,6.7,12,-27.017,-71.022,6,7,696,277,0,25.6,0,2006,4
eq_2006_4_631,6.6,11,60.491,167.516,0,8,670,645,0,28.4,0,2006,4
eq_2006_4_632,7.6,22,60.949,167.089,0,8,889,579,0,18.5,0,2006,4
eq_2006_4_633,6.5,14,-16.527,176.989,3,5,654,247,0,25.5,0,2006,4
eq_2006_3_634,6.7,30.1,-3.595,127.214,0,7,691,306,0,21.3,0,2006,3
eq_2006_2_635,7,11,-21.324,33.583,5,9,891,412,0,23.2,0,2006,2
eq_2006_1_636,6.7,66,36.311,23.212,7,6,934,769,0,19.7,0,2006,1
eq_2006_1_637,6.6,14,28.164,-112.117,7,6,703,323,0,48.2,0,2006,1
eq_2005_12_638,6.5,224.6,36.357,71.093,6,5,721,529,0,20.5,0,2005,12
eq_2005_12_639,6.8,22,-6.224,29.83,5,7,744,561,0,20,0,2005,12
eq_2005_12_640,6.5,29,38.089,142.122,4,5,683,464,0,48.8,0,2005,12
eq_2005_11_641,6.5,21,2.164,96.786,3,6,651,358,0,20.7,0,2005,11
eq_2005_11_642,6.8,147,-22.361,-67.895,0,6,711,509,0,30.1,0,2005,11
eq_2005_10_643,7.6,26,34.539,73.588,9,9,1267,724,0,21.1,0,2005,10
eq_2005_9_644,6.6,25,-5.437,151.84,0,6,670,402,0,17.7,0,2005,9
eq_2005_9_645,7.5,115,-5.678,-76.398,8,7,1018,696,0,26.2,0,2005,9
eq_2005_9_646,7.6,90,-4.539,153.474,5,7,891,502,0,20,0,2005,9
eq_2005_8_647,7.2,36,38.276,142.039,7,7,1104,698,0,19.6,0,2005,8
eq_2005_7_648,7.2,16,7.92,92.19,4,5,808,636,0,26.4,0,2005,7
eq_2005_7_649,6.7,21,1.819,97.082,3,6,693,398,0,22.3,0,2005,7
eq_2005_7_650,6.6,27,11.245,-86.172,6,5,719,446,0,21.1,0,2005,7
eq_2005_6_651,7.2,16,41.292,-125.953,5,4,1318,420,0,31.4,0,2005,6
eq_2005_6_652,7.8,115.6,-19.987,-69.197,8,7,1020,714,0,16.1,0,2005,6
eq_2005_5_653,6.9,30,1.989,97.041,5,7,740,635,0,26,0,2005,5
eq_2005_5_654,6.7,34,0.587,98.459,6,5,731,695,0,20.9,0,2005,5
eq_2005_4_655,6.5,30,-1.714,99.779,3,6,657,478,0,21.2,0,2005,4
eq_2005_4_656,6.7,19,-1.644,99.607,5,6,717,656,0,21.2,0,2005,4
eq_2005_3_657,8.6,30,2.085,97.108,0,8,1138,510,0,22.1,0,2005,3
eq_2005_3_658,6.6,10,33.807,130.131,8,7,805,401,0,22.9,0,2005,3
eq_2005_3_659,7.1,201.7,-6.527,129.933,0,5,776,569,0,18.1,0,2005,3
eq_2005_2_660,6.8,36,2.908,95.592,0,6,711,444,0,33.8,0,2005,2
eq_2005_2_661,6.5,10,-5.562,122.129,0,7,650,371,0,31.8,0,2005,2
eq_2005_2_662,6.5,39.7,4.756,126.421,3,5,652,286,0,47.3,0,2005,2
eq_2005_2_663,6.7,206.3,-14.252,167.259,0,4,691,457,0,30.2,0,2005,2
eq_2005_2_664,7.1,525,5.293,123.337,7,3,782,640,0,26.4,0,2005,2
eq_2005_1_665,6.6,27.8,34.064,141.491,6,4,676,225,0,78.5,0,2005,1
eq_2004_12_666,6.6,16.1,8.879,92.375,0,5,670,353,0,31.9,0,2004,12
eq_2004_12_667,7.2,39.2,6.91,92.958,5,6,802,385,0,27.9,0,2004,12
eq_2004_12_668,9.1,30,3.295,95.982,0,8,1274,601,0,22,0,2004,12
eq_2004_12_669,8.1,10,-49.312,161.345,0,5,1009,331,0,59.3,0,2004,12
eq_2004_12_670,6.8,10,18.958,-81.409,5,6,858,639,0,21.8,0,2004,12
eq_2004_12_671,6.8,35,42.9,145.228,4,7,724,759,0,23.6,0,2004,12
eq_2004_11_672,7,39,43.006,145.119,4,7,771,929,0,23.9,0,2004,11
eq_2004_11_673,7.1,10,-3.609,135.404,0,7,776,439,0,28.8,0,2004,11
eq_2004_11_674,7.1,10,-46.676,164.721,5,5,782,585,0,14.7,0,2004,11
eq_2004_11_675,7.2,15,4.695,-77.508,8,8,820,708,0,50.2,0,2004,11
eq_2004_11_676,7.5,10,-8.152,124.868,5,7,870,301,0,33.8,0,2004,11
eq_2004_11_677,6.7,10,-11.128,162.208,0,6,691,233,0,21.5,0,2004,11
eq_2004_11_678,6.7,10,49.277,-128.772,7,4,703,459,0,37.3,0,2004,11
eq_2004_10_679,6.6,16,37.226,138.779,0,8,670,782,0,37,0,2004,10
eq_2004_10_680,6.7,94,24.53,122.694,5,6,705,698,0,24.7,0,2004,10
eq_2004_10_681,7,35,11.422,-86.665,0,6,754,441,0,32.2,0,2004,10
eq_2004_10_682,6.5,105,13.925,120.534,5,5,665,526,0,18.3,0,2004,10
eq_2004_10_683,6.8,36,-10.951,162.161,0,6,711,545,0,15.7,0,2004,10
eq_2004_9_684,6.6,10,33.205,137.227,0,4,670,478,0,29.8,0,2004,9
eq_2004_9_685,7.4,10,33.184,137.071,0,5,842,594,0,27.5,0,2004,9
eq_2004_9_686,7.2,14,33.07,136.618,0,5,798,643,0,28.4,0,2004,9
eq_2004_8_687,6.5,5,-35.173,-70.525,0,7,650,349,0,30.1,0,2004,8
eq_2004_7_688,6.5,13.4,-0.443,133.091,0,7,650,305,0,39,0,2004,7
eq_2004_6_689,6.9,188.6,55.682,160.003,0,5,732,798,0,31.2,0,2004,6
eq_2004_5_690,6.6,21,-37.695,-73.406,0,7,670,282,0,46.9,0,2004,5
eq_2004_4_691,6.7,65.8,-9.362,122.839,0,5,691,386,0,27.6,0,2004,4
eq_2004_4_692,6.5,228.4,-13.174,167.198,0,4,650,424,0,29.9,0,2004,4
eq_2004_4_693,6.6,187.1,36.512,71.029,0,4,670,728,0,18.3,0,2004,4
eq_2004_2_694,6.7,25.7,-3.665,135.339,0,7,691,256,0,33.3,0,2004,2
eq_2004_2_695,7.3,10,-4.003,135.023,0,7,820,390,0,23,0,2004,2
eq_2004_2_696,7,16.6,-3.615,135.538,0,7,754,367,0,33,0,2004,2
eq_2004_1_697,6.7,17.4,-3.12,127.4,0,6,691,243,0,42.5,0,2004,1
eq_2003_12_698,7.3,10,-22.015,169.766,0,4,820,235,0,46.6,0,2003,12
eq_2003_12_699,6.6,10,28.995,58.311,0,9,670,552,0,44.8,0,2003,12
eq_2003_12_700,6.5,33,8.416,-82.824,0,6,650,405,0,48.4,0,2003,12
eq_2003_12_701,6.5,8.382,35.7005,-121.101,7,9,1390,65,0.04685,71,0,2003,12
eq_2003_12_702,6.8,10,23.039,121.362,0,7,711,447,0,27.7,0,2003,12
eq_2003_11_703,6.6,35,-5.581,150.88,0,6,670,384,0,25.1,0,2003,11
eq_2003_11_704,6.5,35,12.025,125.416,0,6,650,487,0,45.9,0,2003,11
eq_2003_11_705,6.6,113.7,-19.262,168.892,0,5,670,475,0,26.2,0,2003,11
eq_2003_10_706,7,10,37.812,142.619,0,5,754,568,0,61.2,0,2003,10
eq_2003_10_707,6.7,32,42.648,144.57,0,6,691,556,0,55.4,0,2003,10
eq_2003_10_708,6.7,10,50.211,87.721,0,7,691,643,0,24.5,0,2003,10
eq_2003_9_709,6.5,25,42.45,144.38,0,5,650,586,0,71.3,0,2003,9
eq_2003_9_710,7.3,16,50.038,87.813,0,7,820,667,0,24.5,0,2003,9
eq_2003_9_711,7.4,33,41.774,143.593,0,7,842,514,0,78.8,0,2003,9
eq_2003_9_712,8.16,27,41.815,143.91,0,9,1024,0,0,0,0,2003,9
eq_2003_9_713,6.6,10,19.917,95.672,0,7,670,518,0,24.7,0,2003,9
eq_2003_8_714,7.2,28,-45.104,167.144,0,7,798,428,0,17.5,0,2003,8
eq_2003_8_715,7.6,10,-60.532,-43.411,0,6,889,315,0,25.2,0,2003,8
eq_2003_7_716,6.5,33,-3.828,152.174,0,6,650,156,0,31.4,0,2003,7
eq_2003_6_717,6.8,33,-30.608,-71.637,0,7,711,398,0,39.1,0,2003,6
eq_2003_6_718,6.9,174.8,55.492,159.999,0,5,732,733,0,26.7,0,2003,6
eq_2003_6_719,6.6,33,-5.095,152.502,0,6,670,419,0,27.8,0,2003,6
eq_2003_5_720,7,31,2.354,128.855,0,6,754,473,0,30.3,0,2003,5
eq_2003_5_721,7,68,38.849,141.568,0,7,754,690,0,19.1,0,2003,5
eq_2003_5_722,6.8,12,36.964,3.634,0,9,711,534,0,19.4,0,2003,5
eq_2003_3_723,6.5,33,-8.294,120.743,0,7,650,247,0,28.7,0,2003,3
eq_2003_3_724,6.8,40.2,-4.694,153.238,0,7,711,431,0,38.4,0,2003,3
eq_2003_1_725,7.6,24,18.77,-104.104,0,7,889,551,0,0,0,2003,1
eq_2003_1_726,6.5,24,13.626,-90.774,0,6,650,316,0,0,0,2003,1
eq_2003_1_727,7.3,33,-10.491,160.77,0,6,820,457,0,0,0,2003,1
eq_2003_1_728,6.7,71.9,-5.311,153.701,0,5,691,323,0,0,0,2003,1
eq_2002_12_729,6.7,34,-4.786,153.275,0,6,691,453,0,0,0,2002,12
eq_2002_11_730,7.9,4.2,63.5141,-147.453,8,9,1750,0,0,0,0,2002,11
eq_2002_11_731,7.4,30,2.824,96.085,0,7,842,418,0,0,0,2002,11
eq_2002_10_732,6.6,4.2,63.5144,-147.912,0,7,670,0,0,0,0,2002,10
eq_2002_10_733,6.7,10,-1.511,133.973,0,7,691,250,0,0,0,2002,10
eq_2002_10_734,7.6,10,-1.757,134.297,0,7,889,375,0,0,0,2002,10
eq_2002_9_735,6.5,21,13.036,93.068,0,6,650,646,0,0,0,2002,9
eq_2002_9_736,7.6,13,-3.302,142.945,0,7,889,428,0,0,0,2002,9
eq_2002_8_737,6.5,30,14.101,146.199,0,4,650,260,0,0,0,2002,8
eq_2002_7_738,6.5,10,7.929,-82.793,0,7,650,533,0,0,0,2002,7
eq_2002_6_739,6.5,10,35.626,49.047,0,8,650,555,0,0,0,2002,6
eq_2002_6_740,6.6,54,-30.805,-71.124,0,7,670,420,0,0,0,2002,6
eq_2002_6_741,6.7,33,-12.592,166.383,0,5,691,272,0,0,0,2002,6
eq_2002_4_742,7.1,85.7,13.088,144.619,0,7,776,257,0,0,0,2002,4
eq_2002_4_743,6.7,62,-27.535,-70.586,0,7,691,462,0,0,0,2002,4
eq_2002_4_744,6.8,24.9,16.985,-100.865,0,6,711,292,0,0,0,2002,4
eq_2002_3_745,7.1,32.8,24.279,122.179,0,6,776,550,0,0,0,2002,3
eq_2002_3_746,6.5,125.1,-21.663,-68.329,0,5,650,486,0,0,0,2002,3
eq_2002_3_747,7.5,31,6.033,124.249,0,7,865,321,0,0,0,2002,3
eq_2002_3_748,7.4,225.6,36.502,70.482,0,5,842,138,0,0,0,2002,3
eq_2002_2_749,6.6,39,-5.345,151.248,0,6,670,444,0,0,0,2002,2
eq_2002_2_750,6.5,5,38.573,31.271,0,7,650,482,0,0,0,2002,2
eq_2002_1_751,6.7,11,-3.212,142.427,0,8,691,333,0,0,0,2002,1
eq_2002_1_752,6.6,10,-17.664,168.004,0,6,670,386,0,0,0,2002,1
eq_2002_1_753,7.2,21,-17.6,167.856,0,6,798,427,0,0,0,2002,1
eq_2001_12_754,6.8,16,-9.613,159.53,0,7,711,385,0,0,0,2001,12
eq_2001_12_755,6.8,14,23.954,122.734,0,5,711,499,0,0,0,2001,12
eq_2001_12_756,6.5,123.8,39.402,141.089,0,5,650,605,0,0,0,2001,12
eq_2001_11_757,7.8,10,35.946,90.541,0,9,936,368,0,0,0,2001,11
eq_2001_10_758,7,33,-5.912,150.196,0,7,754,254,0,0,0,2001,10
eq_2001_10_759,7.5,33,-4.102,123.907,0,6,865,234,0,0,0,2001,10
eq_2001_10_760,7,37,12.686,144.98,0,6,754,482,0,0,0,2001,10
eq_2001_9_761,6.5,33,-0.578,133.13,0,6,650,174,0,0,0,2001,9
eq_2001_7_762,6.6,131.8,58.775,-154.701,6,6,754,0,0,0,0,2001,7
eq_2001_7_763,6.5,10,39.059,24.244,0,8,650,483,0,0,0,2001,7
eq_2001_7_764,7.6,33,-17.543,-72.077,0,7,889,398,0,0,0,2001,7
eq_2001_7_765,6.6,62,-16.086,-73.987,0,7,670,324,0,0,0,2001,7
eq_2001_6_766,6.7,24,-17.745,-71.649,0,6,691,422,0,0,0,2001,6
eq_2001_6_767,8.4,33,-16.265,-73.641,0,8,1086,518,0,0,0,2001,6
eq_2001_4_768,6.7,17,-7.41,155.865,0,6,691,282,0,0,0,2001,4
eq_2001_3_769,6.8,50,34.083,132.526,0,7,711,596,0,0,0,2001,3
eq_2001_3_770,6.5,33,-4.029,128.02,0,6,650,206,0,0,0,2001,3
eq_2001_2_771,6.8,51.798,47.149,-122.727,7,7,1441,67,0,31,0,2001,2
eq_2001_2_772,7.1,35,1.271,126.249,0,7,776,426,0,0,0,2001,2
eq_2001_2_773,7.4,36,-4.68,102.562,0,6,842,221,0,0,0,2001,2
eq_2001_2_774,6.6,10,13.671,-88.938,0,8,670,273,0,0,0,2001,2
eq_2001_1_775,7.7,16,23.419,70.232,0,9,912,472,0,0,0,2001,1
eq_2001_1_776,6.9,28,-4.022,101.776,0,6,732,117,0,0,0,2001,1
eq_2001_1_777,7.7,60,13.049,-88.66,0,8,912,427,0,0,0,2001,1
eq_2001_1_778,6.9,36.4,56.7744,-153.281,5,7,745,0,0,0,0,2001,1
eq_2001_1_779,7.1,103,-14.928,167.17,0,7,776,372,0,0,0,2001,1
eq_2001_1_780,6.8,33,6.631,126.899,0,5,711,64,0,0,0,2001,1
eq_2001_1_781,7.5,33,6.898,126.579,0,7,865,324,0,0,0,2001,1
